x,y,U,V,p,patch
0.30425,-0.060125,37.665,0.0014125,-542.44,internal
0.84725,-0.0215,24.303,2.8543,-25.251,internal
0.91119,0.013,0.0,0.0,5.1374,internal
0.035987,0.032342,54.773,21.059,-371.17,internal
0.52344,0.051827,30.397,-2.1184,-353.35,internal
0.45275,-0.055875,15.703,0.8473,-270.35,internal
0.072312,-0.0415,19.455,-5.4804,-579.97,internal
0.83319,0.02275,22.262,-2.2108,-38.18,internal
0.8105,0.02525,21.635,-2.6452,-78.669,internal
-0.712,-0.264,55.444,-0.2975,60.983,internal
0.45594,-0.05575,32.15,1.1674,-394.61,internal
-0.88,-0.48,55.549,-0.15697,41.597,internal
0.76456,0.03025,20.58,-2.3652,-139.96,internal
0.9905,0.0025,16.088,-3.4829,203.68,internal
0.53225,0.05075,0.0,0.0,-274.38,internal
0.761,-0.032,27.433,2.864,-110.52,internal
0.36781,0.059,0.0,0.0,-364.99,internal
-0.232,-0.328,55.326,-1.8538,62.861,internal
0.86,0.0195,17.916,-2.192,-8.5768,internal
0.31831,0.06025,31.471,-2.096,-531.39,internal
0.79044,0.027577,24.354,-2.7706,-99.632,internal
0.32619,0.06,37.663,-0.052614,-524.43,internal
0.69894,0.037077,25.618,-2.3332,-159.63,internal
0.72312,-0.035,27.95,2.6801,-148.04,internal
0.13606,0.05225,41.453,5.5622,-644.85,internal
0.10437,0.0475,0.0,0.0,-363.85,internal
0.1445,0.05325,34.218,3.0852,-621.54,internal
0.44975,-0.05575,0.0,0.0,-653.06,internal
0.72763,-0.033875,0.0,0.0,-120.62,internal
0.60969,-0.044875,0.0,0.0,-270.15,internal
0.072312,0.04175,38.714,9.1482,-572.86,internal
0.24875,0.0595,25.22,0.23421,-490.31,internal
0.99687,-0.00125,14.375,3.0121,250.55,internal
0.77994,-0.028625,19.09,2.7147,-101.37,internal
0.44188,-0.057,32.421,1.4833,-373.96,internal
0.88869,0.01625,22.637,-2.6377,22.597,internal
0.4025,-0.05825,34.458,2.3926,-477.99,internal
0.86244,0.019,0.0,0.0,-34.556,internal
0.0021875,0.008,0.0,0.0,1138.0,internal
0.43887,0.056375,0.0,0.0,-347.33,internal
0.5855,0.046875,0.0,0.0,-360.56,internal
0.64887,0.04175,18.776,-1.9781,-194.22,internal
0.36013,-0.0595,32.147,0.39901,-453.33,internal
-0.616,-0.6,55.551,-0.55961,32.553,internal
0.78256,0.028125,0.0,0.0,-69.212,internal
0.0093125,-0.016625,20.034,-14.747,325.25,internal
0.76625,0.03025,17.679,-1.8106,-94.202,internal
0.78088,0.028375,0.0,0.0,-89.928,internal
0.31962,0.06025,27.422,-0.43426,-444.55,internal
0.01475,0.02125,42.766,27.773,20.815,internal
0.49213,0.053375,0.0,0.0,-411.94,internal
0.72125,-0.03475,22.905,2.8506,-174.34,internal
0.23881,-0.059125,0.0,0.0,-539.25,internal
0.77858,-0.029722,16.562,2.0772,-76.676,internal
0.89825,-0.01475,0.0,0.0,0.18225,internal
0.11881,-0.049875,29.987,-3.9559,-713.49,internal
0.8705,0.01825,16.806,-1.7172,-8.9163,internal
0.599,-0.045875,20.794,1.155,-258.43,internal
0.39819,0.05825,30.023,-0.46069,-471.63,internal
0.88017,0.019444,20.381,-2.9427,3.4755,internal
0.72688,-0.034,0.0,0.0,-119.1,internal
0.39856,0.058125,0.0,0.0,-496.21,internal
0.07625,-0.0425,29.903,-7.2027,-550.62,internal
0.14169,0.0525,0.0,0.0,-475.83,internal
0.383,-0.0595,30.772,0.78201,-416.13,internal
0.080187,0.043125,0.0,0.0,-680.11,internal
0.51313,0.05225,22.715,-1.0099,-328.99,internal
0.92806,0.010875,0.0,0.0,38.782,internal
0.23337,0.059125,21.313,1.3204,-433.82,internal
0.23638,-0.059125,32.686,-0.10807,-602.55,internal
0.79062,0.0275,23.451,-2.4211,-91.597,internal
0.93669,0.01,17.662,-2.4102,69.472,internal
0.48479,-0.054361,21.513,0.87616,-301.99,internal
0.70456,0.0365,25.288,-2.8226,-189.62,internal
0.43962,-0.056375,0.0,0.0,-359.81,internal
0.55175,0.04975,29.386,-2.2408,-290.38,internal
1.604,-0.704,55.891,0.72095,5.264,internal
0.353,-0.061,39.492,0.77515,-473.52,internal
0.60181,-0.045827,27.642,2.072,-246.9,internal
0.23469,0.05925,42.747,0.63991,-705.07,internal
0.50656,-0.052625,17.302,1.1192,-288.12,internal
0.11637,0.049625,21.707,3.0714,-511.42,internal
0.76925,-0.03,23.432,2.5153,-106.93,internal
0.77769,0.029,21.425,-2.67,-101.8,internal
0.000125,-0.002,0.0,0.0,904.88,internal
0.25944,-0.05975,35.389,0.071764,-614.41,internal
0.55981,0.049077,29.164,-3.0254,-325.81,internal
0.074938,0.042125,19.851,4.5295,-534.53,internal
1.784,-0.056,54.184,0.16255,15.114,internal
0.5855,0.04675,0.0,0.0,-289.73,internal
0.70213,0.037,27.321,-2.7265,-177.83,internal
0.41769,0.057577,33.919,-1.5297,-463.2,internal
0.272,0.12,63.494,1.7197,-414.13,internal
0.12069,0.05,0.0,0.0,-566.47,internal
0.056,-1.0,55.551,-0.61898,1.3014,internal
0.73625,-0.033,0.0,0.0,-123.08,internal
0.22006,0.0585,29.893,0.14845,-575.18,internal
0.19963,-0.058154,44.748,-2.4711,-630.36,internal
0.24444,-0.059375,25.394,-0.10401,-498.07,internal
0.803,0.032,32.237,-3.6371,-62.34,internal
0.78613,-0.0285,26.677,2.8771,-99.172,internal
0.0014375,-0.007125,6.3298,-14.02,973.69,internal
0.64363,0.04225,18.086,-1.5816,-189.47,internal
0.95675,-0.00775,13.048,1.829,99.952,internal
0.41712,0.05775,25.661,-0.65466,-379.99,internal
0.56,0.872,56.108,-0.36561,-18.691,internal
0.21444,0.05825,27.318,0.23531,-523.15,internal
0.62281,0.044077,26.496,-1.9256,-256.82,internal
0.91981,0.012125,15.312,-1.8401,81.743,internal
0.764,0.03025,18.165,-1.9882,-88.389,internal
0.2855,-0.061,25.591,-0.82919,-444.12,internal
0.03575,0.031,33.917,13.987,-361.4,internal
0.78069,0.0285,18.229,-1.3289,-83.578,internal
0.24575,-0.059375,19.665,-1.3203,-403.38,internal
0.38319,0.058625,0.0,0.0,-429.48,internal
0.89656,0.015327,10.84,-1.4969,25.495,internal
0.128,0.928,55.801,0.59609,-6.1761,internal
0.56994,-0.048,0.0,0.0,-235.04,internal
0.17844,0.055875,0.0,0.0,-506.24,internal
0.37906,0.058875,23.426,-0.16655,-399.01,internal
0.60237,0.045625,21.279,-2.0075,-275.34,internal
0.18106,-0.056375,33.653,-1.6009,-566.67,internal
0.0935,0.0465,45.551,8.1764,-586.18,internal
0.81406,0.025077,25.689,-3.2806,-74.511,internal
0.73981,-0.032625,0.0,0.0,-100.05,internal
-0.076,0.296,55.947,3.1071,27.433,internal
0.41075,-0.05775,29.218,0.56128,-424.4,internal
0.81463,0.024625,0.0,0.0,-48.195,internal
0.69106,0.037625,15.758,-1.7551,-151.23,internal
0.596,-0.04625,26.445,2.0576,-272.46,internal
0.992,0.00175,0.0,0.0,249.08,internal
0.78406,-0.028125,16.084,1.403,-79.548,internal
0.81669,-0.0245,9.8039,0.72947,-42.254,internal
0.12687,-0.05075,0.0,0.0,-542.72,internal
0.86469,-0.019077,10.636,1.5556,-18.079,internal
0.65338,0.041125,16.789,-1.8016,-165.22,internal
-0.292,0.448,55.601,1.3693,40.527,internal
0.84106,-0.021625,0.0,0.0,-36.531,internal
0.89356,-0.015375,11.693,2.1571,46.307,internal
0.857,-0.02025,24.566,2.8294,-34.403,internal
0.0695,0.040875,24.837,5.726,-636.59,internal
0.047562,0.035,30.777,9.2268,-572.73,internal
0.63125,-0.043,0.0,0.0,-227.4,internal
0.16981,0.055375,14.893,1.0303,-443.17,internal
0.23,0.05875,0.0,0.0,-519.7,internal
0.28212,-0.059875,0.0,0.0,-314.2,internal
0.84031,-0.021875,16.813,2.5263,-52.322,internal
0.56563,0.049,30.437,-2.1977,-278.47,internal
0.19569,0.05725,28.434,0.45579,-569.43,internal
0.97906,0.004375,18.264,-2.9306,155.96,internal
0.19212,-0.05725,40.461,-2.3901,-591.82,internal
0.65188,0.041375,18.753,-2.1751,-191.02,internal
0.2795,0.06025,39.678,0.19868,-542.11,internal
0.281,-0.060125,19.339,-0.60302,-397.99,internal
0.38375,-0.059,28.508,0.52606,-423.71,internal
0.36256,0.059577,25.494,-0.8829,-429.11,internal
0.2825,0.06025,43.931,1.1879,-665.39,internal
0.68825,-0.038,22.72,2.5092,-182.9,internal
0.23731,-0.059,0.0,0.0,-499.69,internal
0.85194,-0.02025,0.0,0.0,-55.001,internal
0.965,0.0065,17.712,-2.3277,129.62,internal
1.832,0.624,56.03,-0.60082,3.5896,internal
0.51406,0.05225,25.882,-1.9302,-334.14,internal
0.12894,0.051125,0.0,0.0,-518.54,internal
0.77713,0.029,15.154,-1.4799,-81.943,internal
0.1265,0.05075,0.0,0.0,-416.22,internal
0.2525,0.061,28.911,1.659,-445.18,internal
0.71188,0.03575,24.117,-2.0418,-174.04,internal
0.84462,-0.021375,18.774,2.5224,-19.529,internal
0.78256,-0.028375,19.421,2.5175,-84.61,internal
0.056375,-0.0375,27.946,-8.6008,-495.29,internal
0.99575,0.001,0.0,0.0,257.95,internal
0.06875,-0.040625,0.0,0.0,-656.54,internal
0.020562,0.024,0.0,0.0,-314.98,internal
0.10381,0.04775,41.833,5.6307,-723.42,internal
0.05375,0.03725,46.724,14.039,-582.53,internal
0.53394,0.05075,16.76,-3.2986,-379.85,internal
0.016062,-0.0215,28.437,-18.547,-50.409,internal
0.1925,0.05725,37.245,3.2356,-554.95,internal
0.377,-0.05875,0.0,0.0,-370.06,internal
0.57725,0.047625,23.064,-1.2871,-275.56,internal
0.81725,0.024375,12.935,-2.9446,-81.667,internal
0.70044,-0.03675,18.36,1.2643,-154.34,internal
0.22081,-0.05875,38.993,-2.3787,-552.04,internal
0.96162,0.007,15.171,-2.121,112.85,internal
0.31644,-0.06025,12.468,-0.79478,-316.1,internal
-0.268,-0.368,55.427,-1.5926,55.22,internal
0.98375,0.0035,0.0,0.0,179.24,internal
0.15294,-0.053875,24.618,-1.4456,-604.57,internal
0.24463,-0.059375,32.613,-0.12727,-592.82,internal
0.0093566,0.016846,31.131,24.807,351.28,internal
0.27762,-0.06025,30.669,-0.11393,-510.76,internal
0.79175,0.02725,13.273,-1.9071,-60.945,internal
0.374,0.058875,0.0,0.0,-432.82,internal
0.52231,-0.0515,0.0,0.0,-257.54,internal
0.02375,-0.02575,33.314,-16.881,-382.18,internal
0.71019,-0.035625,0.0,0.0,-134.34,internal
0.98431,-0.0035,0.0,0.0,119.2,internal
0.53544,0.050625,0.0,0.0,-389.63,internal
0.88456,0.0165,15.043,-1.9216,43.341,internal
0.80094,-0.026125,0.0,0.0,-41.091,internal
0.79925,-0.027,25.585,2.8363,-74.23,internal
0.0041346,0.011875,22.599,28.008,751.38,internal
0.43756,-0.056625,30.286,2.8342,-411.26,internal
0.035375,-0.030875,34.143,-13.525,-498.38,internal
0.06425,-0.041,43.793,-11.402,-508.75,internal
0.8495,0.022,28.708,-3.3987,-30.132,internal
0.84538,0.0215,22.059,-2.6301,-32.474,internal
0.75762,-0.031,22.285,2.7107,-118.08,internal
0.45369,0.05575,23.815,-0.48637,-341.46,internal
0.29169,-0.060125,37.445,0.0085313,-566.43,internal
-0.0012308,-0.00225,4.9314,-4.5845,1618.7,internal
0.38169,-0.059077,21.82,0.70841,-362.4,internal
0.84613,0.02125,22.014,-2.4606,-22.787,internal
0.66031,0.040827,28.848,-2.6451,-195.84,internal
0.20562,-0.058,39.466,-3.1655,-630.49,internal
0.94456,-0.008875,12.913,3.0679,83.194,internal
0.40119,0.058,0.0,0.0,-284.89,internal
0.3395,-0.059625,0.0,0.0,-424.61,internal
0.23319,-0.059327,30.029,-1.319,-483.36,internal
0.29206,-0.06,0.0,0.0,-465.71,internal
0.15069,-0.0535,0.0,0.0,-550.92,internal
0.41787,0.058,21.048,-1.1484,-338.41,internal
0.32694,-0.059875,0.0,0.0,-529.83,internal
0.35281,-0.059375,0.0,0.0,-424.69,internal
0.61456,0.04475,20.049,-2.1125,-222.1,internal
0.0070625,-0.014625,20.057,-18.662,451.0,internal
0.11769,-0.049625,0.0,0.0,-540.0,internal
0.5345,0.051,28.567,-1.9477,-313.12,internal
0.65469,-0.040875,0.0,0.0,-179.2,internal
0.59206,-0.0465,21.824,2.2357,-250.71,internal
0.24106,-0.059375,37.042,-1.001,-550.38,internal
0.080208,0.043611,47.274,10.045,-641.35,internal
0.76363,-0.03075,21.763,2.4112,-117.14,internal
0.48744,-0.053875,21.99,0.67965,-347.7,internal
0.78556,0.02775,0.0,0.0,-137.81,internal
0.69779,-0.037361,27.603,2.4848,-167.21,internal
0.017375,-0.023,47.068,-27.571,-99.97,internal
0.6965,-0.03725,10.293,0.41391,-118.05,internal
0.50825,0.052625,19.114,-1.8451,-287.82,internal
0.47188,0.05475,24.076,-0.95892,-350.41,internal
0.14131,0.0525,0.0,0.0,-550.66,internal
0.89525,-0.015125,0.0,0.0,5.3892,internal
0.51931,-0.05175,16.943,3.2586,-425.75,internal
0.45913,0.055375,0.0,0.0,-429.44,internal
0.0575,0.037625,0.0,0.0,-480.79,internal
0.075875,-0.04275,36.24,-8.4185,-565.92,internal
0.067437,0.040577,40.069,9.8272,-558.54,internal
0.56356,-0.0485,0.0,0.0,-239.02,internal
0.11769,-0.04975,30.782,-5.4033,-642.62,internal
0.55287,-0.049375,0.0,0.0,-369.78,internal
0.68525,0.038,0.0,0.0,-271.53,internal
0.54725,0.0505,31.228,-2.28,-301.98,internal
0.55794,0.048875,0.0,0.0,-403.87,internal
0.84875,0.020625,0.0,0.0,-49.521,internal
0.49437,0.054,31.932,-2.0842,-356.55,internal
0.002,-0.0095,18.007,-25.033,1107.9,internal
0.92281,0.01175,20.773,-2.3561,74.276,internal
0.4325,0.0575,21.962,-0.92165,-310.34,internal
0.79175,0.027125,0.0,0.0,-82.874,internal
0.1715,0.057,50.974,4.5507,-649.04,internal
0.034625,-0.030375,15.361,-6.3342,-453.18,internal
0.53244,-0.051077,21.85,1.5756,-275.41,internal
0.05,-0.0365,57.268,-17.413,-607.24,internal
0.61419,-0.04475,19.81,1.4492,-215.61,internal
0.29862,0.0605,41.775,7.6996e-06,-551.17,internal
0.00725,0.017,40.999,34.811,428.73,internal
0.87988,0.017,0.0,0.0,12.944,internal
0.863,-0.019125,16.177,1.5465,3.9084,internal
0.45256,0.05575,19.946,-3.2353,-360.33,internal
0.045688,-0.03425,0.0,0.0,-372.52,internal
0.12275,-0.051,35.431,-4.9425,-559.47,internal
0.446,-0.0565,16.807,-0.28444,-223.6,internal
0.12612,0.05125,44.674,5.6019,-661.54,internal
0.27931,0.059875,0.0,0.0,-516.87,internal
0.81912,-0.024125,0.0,0.0,-53.692,internal
0.23094,0.059,37.522,2.8029,-774.61,internal
0.42612,-0.0575,19.344,0.47334,-324.6,internal
0.80375,0.027,28.829,-3.2456,-69.42,internal
0.554,0.04975,25.84,-1.7288,-281.61,internal
0.57463,0.047875,25.113,-2.6855,-272.52,internal
0.42519,-0.057,0.0,0.0,-394.02,internal
0.72256,-0.034827,24.73,2.5384,-144.99,internal
0.86844,0.018375,0.0,0.0,-7.9743,internal
0.22756,-0.059,41.187,-3.7553,-649.52,internal
0.935,-0.01025,22.503,3.2392,79.681,internal
0.0965,-0.04625,0.0,0.0,-713.37,internal
0.22025,-0.0585,29.681,-0.28552,-589.15,internal
0.86,0.544,56.684,-1.3706,-26.658,internal
0.644,0.408,57.965,-1.4738,-90.055,internal
0.46512,0.055,0.0,0.0,-335.93,internal
1.796,0.616,56.025,-0.60867,4.51,internal
1.94,-0.536,56.182,0.54013,1.6957,internal
0.047938,0.035125,32.051,10.142,-516.96,internal
0.46962,0.05475,0.0,0.0,-311.35,internal
0.096125,-0.046125,0.0,0.0,-419.99,internal
0.41131,0.05775,30.772,-0.57495,-455.11,internal
0.30781,-0.06025,34.252,-0.011561,-502.65,internal
0.72604,-0.034691,28.404,2.9175,-153.89,internal
1.616,-0.864,55.749,0.72731,0.62109,internal
0.97419,0.00475,0.0,0.0,105.82,internal
0.61194,-0.04475,14.368,1.5473,-196.72,internal
0.63481,-0.042875,23.985,2.9375,-259.54,internal
0.791,0.0275,18.517,-1.7569,-64.39,internal
0.10269,-0.047375,20.343,-4.7895,-609.78,internal
0.68431,0.038375,21.615,-2.541,-180.84,internal
0.30069,0.060125,32.736,0.017446,-518.09,internal
0.48444,0.05425,22.95,-1.2893,-316.97,internal
0.94625,0.0085,0.0,0.0,45.106,internal
0.50375,-0.05325,25.586,1.6536,-330.2,internal
0.37925,0.058875,28.239,-0.2232,-445.89,internal
-0.724,-0.32,55.473,-0.31964,56.309,internal
0.75538,-0.031125,15.189,3.2902,-167.9,internal
0.47431,0.0545,0.0,0.0,-361.73,internal
0.42631,0.05725,32.385,-2.2543,-453.52,internal
0.95094,0.007875,0.0,0.0,46.67,internal
0.68844,-0.037875,12.322,1.2905,-134.12,internal
0.048357,-0.035346,31.404,-10.278,-412.83,internal
0.76944,0.02975,12.486,-1.4098,-95.098,internal
0.149,-0.053375,0.0,0.0,-711.34,internal
0.76606,0.030125,21.293,-2.9686,-141.32,internal
0.587,-0.046625,0.0,0.0,-355.81,internal
-0.496,-0.76,55.598,-0.69737,17.582,internal
0.2255,-0.05875,35.305,-0.052773,-636.08,internal
0.029562,0.02825,0.0,0.0,-441.28,internal
0.72462,-0.03475,25.598,2.5469,-149.77,internal
0.019625,0.02375,39.994,21.9,-193.98,internal
0.17019,0.055577,34.974,4.4983,-578.58,internal
0.34719,0.0595,0.0,0.0,-355.75,internal
0.45706,-0.055375,0.0,0.0,-566.62,internal
0.7625,-0.0315,19.891,2.0786,-94.398,internal
0.21575,0.058125,0.0,0.0,-443.03,internal
0.83994,0.02175,0.0,0.0,-45.025,internal
0.9335,-0.01025,0.0,0.0,101.28,internal
0.009125,0.017,32.392,26.452,300.42,internal
0.85663,0.02025,24.073,-2.7726,-31.593,internal
0.02225,0.025,33.314,16.768,-281.44,internal
0.65619,-0.04075,0.0,0.0,-153.54,internal
0.091812,-0.0455,20.16,-3.4129,-566.62,internal
0.78031,0.028375,0.0,0.0,-54.609,internal
0.72669,0.034,0.0,0.0,-94.891,internal
0.746,0.0335,21.053,-1.7545,-86.286,internal
0.0010625,-0.0055,0.0,0.0,1576.2,internal
0.035188,-0.0305,0.0,0.0,-360.09,internal
0.69087,0.0375,0.0,0.0,-134.26,internal
0.815,-0.0245,0.0,0.0,-79.367,internal
0.07475,0.042125,30.435,7.6502,-644.08,internal
0.9065,-0.014,23.563,3.2333,43.474,internal
0.50431,-0.053,27.744,2.3505,-341.83,internal
0.95375,-0.009,15.311,2.1822,103.03,internal
0.3725,0.06,23.547,-0.23714,-370.35,internal
0.41656,0.0575,28.625,-0.62888,-411.13,internal
0.40437,-0.058,27.424,0.45988,-412.46,internal
0.73044,-0.03375,16.456,1.3396,-118.29,internal
0.80413,-0.025875,12.485,2.1649,-54.684,internal
0.35713,-0.0595,36.411,0.36654,-529.38,internal
0.665,-0.040125,10.637,0.80571,-118.66,internal
0.065563,-0.039875,0.0,0.0,-696.68,internal
0.37325,-0.05925,34.886,1.168,-439.86,internal
0.31494,0.060125,15.685,0.33439,-373.3,internal
0.74187,-0.032375,0.0,0.0,-189.68,internal
0.50262,-0.0535,31.868,2.1066,-348.14,internal
-0.7,0.192,55.405,0.24548,66.399,internal
0.74187,-0.0325,0.0,0.0,-165.15,internal
0.95412,-0.008,23.546,3.1446,124.97,internal
0.95544,0.007375,0.0,0.0,142.04,internal
0.57313,-0.047875,18.605,3.0133,-296.38,internal
0.36519,-0.0595,38.467,0.54351,-470.42,internal
0.10738,-0.048125,22.128,-2.9438,-625.87,internal
0.79719,-0.026625,10.886,2.5115,-93.151,internal
0.033125,-0.02975,0.0,0.0,-507.8,internal
0.72575,-0.03475,27.726,2.8067,-148.37,internal
0.46681,0.054875,0.0,0.0,-306.62,internal
0.95956,0.0070769,22.397,-3.2857,136.71,internal
0.072917,0.042722,46.11,10.53,-562.03,internal
-0.808,0.432,55.533,0.24649,45.867,internal
0.36706,-0.059125,0.0,0.0,-515.28,internal
0.19344,-0.057,0.0,0.0,-648.18,internal
0.224,-0.05875,33.857,-4.6699,-512.27,internal
0.88981,0.016,18.275,-2.1074,35.68,internal
0.73419,-0.033375,14.083,1.1601,-99.255,internal
0.815,-0.028,28.46,3.4253,-59.283,internal
0.68,-0.616,56.941,0.90883,-46.019,internal
0.0036875,-0.01075,14.433,-16.638,969.41,internal
0.59825,0.04625,12.281,-1.3129,-186.77,internal
0.72725,0.033875,0.0,0.0,-209.63,internal
0.923,-0.0125,27.474,3.5992,68.656,internal
0.10681,0.048,0.0,0.0,-745.51,internal
0.344,-0.56,57.584,-0.32802,-77.983,internal
0.1055,-0.047875,30.254,-4.8578,-749.7,internal
1.352,-0.84,55.788,0.86643,0.54047,internal
0.7685,0.029875,20.984,-2.659,-92.082,internal
0.87687,-0.01725,0.0,0.0,-44.269,internal
0.68881,0.03775,0.0,0.0,-120.9,internal
0.91679,0.012861,24.116,-2.9616,73.091,internal
0.072125,-0.04175,34.155,-8.12,-539.48,internal
0.63087,-0.043654,26.789,2.3376,-226.46,internal
0.88831,-0.016327,19.49,2.4471,14.314,internal
0.24894,0.0595,29.825,-0.051757,-556.21,internal
0.35263,0.0595,20.423,-1.9153,-403.58,internal
0.53806,0.050827,29.469,-1.9939,-308.15,internal
0.58869,0.046827,27.951,-2.9631,-303.98,internal
0.39144,0.058375,0.0,0.0,-464.64,internal
-0.016,-0.328,56.707,-3.0532,-16.868,internal
0.70831,0.036,22.534,-1.8327,-195.79,internal
0.61456,0.04475,26.765,-2.8065,-272.3,internal
0.052625,-0.03675,19.457,-6.2097,-369.42,internal
0.24706,0.0595,27.478,0.18041,-546.08,internal
0.242,0.0595,31.947,2.809,-483.39,internal
0.45106,0.056,31.768,-1.1386,-402.06,internal
0.8285,-0.0235,24.163,2.8498,-52.08,internal
0.80825,0.0265,17.943,-2.1571,-55.65,internal
0.99144,0.001875,0.0,0.0,190.59,internal
0.79006,0.027375,0.0,0.0,-101.61,internal
0.075687,-0.042125,0.0,0.0,-505.02,internal
0.13475,-0.052,36.803,-4.5118,-636.64,internal
0.57912,0.0475,22.33,-1.9396,-275.66,internal
0.89713,-0.0155,25.921,3.156,35.498,internal
0.44244,-0.056125,0.0,0.0,-634.49,internal
0.72462,-0.03475,23.374,2.3365,-144.87,internal
0.5105,-0.052375,18.264,1.2474,-298.31,internal
0.46738,0.055125,22.184,-0.87605,-328.24,internal
0.31925,0.061,21.423,0.662,-373.07,internal
0.79775,0.0265,0.0,0.0,-56.699,internal
0.13737,0.052,0.0,0.0,-504.97,internal
0.64737,0.0415,0.0,0.0,-279.7,internal
0.8795,-0.0175,13.755,1.4068,3.6817,internal
0.356,0.0595,35.34,-0.24436,-497.18,internal
0.40437,-0.0585,34.759,1.0211,-428.8,internal
0.17263,0.055625,26.426,0.98808,-636.49,internal
0.749,0.03225,26.213,-2.7378,-140.6,internal
0.536,0.0505,0.0,0.0,-267.13,internal
0.45763,0.05575,31.311,-1.8719,-376.36,internal
0.010812,-0.017625,0.0,0.0,65.393,internal
0.69575,-0.0375,26.528,2.7705,-175.81,internal
0.32844,0.060077,40.049,-0.11928,-542.11,internal
0.3815,0.058625,0.0,0.0,-382.42,internal
0.58794,0.04675,13.357,-0.33122,-212.4,internal
0.043063,-0.033375,0.0,0.0,-405.17,internal
0.50713,-0.05275,20.627,0.97842,-289.45,internal
0.86769,0.0185,12.041,-2.7062,-17.902,internal
0.78763,-0.028,24.156,2.6447,-104.33,internal
0.22756,0.058625,0.0,0.0,-410.5,internal
0.50638,0.0525,0.0,0.0,-304.96,internal
0.64644,0.041625,0.0,0.0,-163.45,internal
0.53225,-0.050875,14.631,2.3457,-280.1,internal
0.25363,0.060154,35.553,0.51195,-553.34,internal
0.86225,-0.01925,18.991,2.4199,-16.432,internal
0.97438,-0.0055,20.42,2.8461,162.67,internal
0.12369,-0.0505,26.106,-3.0612,-622.01,internal
